Table S3. Acknowledgement of GISAID sequences used in the design of SCV2 PepSeq Library.

Virus Name	Accession No.	Collected	Originating laboratory	Submitting laboratory	Authors
Shanghai/SH0066/2020	EPI_ISL_416369	2/5/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0067/2020	EPI_ISL_416370	2/1/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0069/2020	EPI_ISL_416372	2/1/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0070/2020	EPI_ISL_416373	2/7/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0073/2020	EPI_ISL_416376	2/5/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0074/2020	EPI_ISL_416377	2/7/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0075/2020	EPI_ISL_416378	1/30/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0076/2020	EPI_ISL_416379	2/1/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0077/2020	EPI_ISL_416380	2/9/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0079/2020	EPI_ISL_416381	2/1/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0080/2020	EPI_ISL_416382	2/8/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0083/2020	EPI_ISL_416384	2/4/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0088/2020	EPI_ISL_416387	2/1/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0093/2020	EPI_ISL_416389	1/21/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0094/2020	EPI_ISL_416390	1/31/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0101/2020	EPI_ISL_416393	2/9/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0102/2020	EPI_ISL_416394	2/14/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0106/2020	EPI_ISL_416396	2/10/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0107/2020	EPI_ISL_416397	2/2/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0109/2020	EPI_ISL_416398	2/2/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0110/2020	EPI_ISL_416399	2/13/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0112/2020	EPI_ISL_416400	2/2/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0114/2020	EPI_ISL_416401	2/2/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0115/2020	EPI_ISL_416402	2/11/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0117/2020	EPI_ISL_416403	2/2/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0119/2020	EPI_ISL_416404	2/9/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0121/2020	EPI_ISL_416405	2/2/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0125/2020	EPI_ISL_416406	2/15/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0126/2020	EPI_ISL_416407	2/15/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Shanghai/SH0128/2020	EPI_ISL_416409	2/2/20	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
Australia/VIC02/2020	EPI_ISL_416410	1/24/20	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al
Australia/VIC04/2020	EPI_ISL_416412	3/2/20	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al
Australia/VIC05/2020	EPI_ISL_416413	3/5/20	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al
Australia/VIC07/2020	EPI_ISL_416415	2/8/20	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al
Hungary/mbl1/2020	EPI_ISL_416426	3/17/20	Virological Research Group, Szentágothai Research Centre, University of Pécs	Bioinformatics Research Group, Szentágothai Research Centre, University of Pécs	Péter Urbán et al
Vietnam/39607/2020	EPI_ISL_416428	3/7/20	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	Le Quynh Mai et al
Vietnam/CM99/2020	EPI_ISL_416429	2/11/20	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	Le Quynh Mai et al
Vietnam/CM295/2020	EPI_ISL_416430	3/6/20	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	Le Quynh Mai et al
Vietnam/CM296/2020	EPI_ISL_416431	3/6/20	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	Le Quynh Mai et al
SaudiArabia/KAIMRC-Alghoribi/2020	EPI_ISL_416432	3/7/20	Clinical Microbiology Lab	Infectious Disease Research Department, King Abdullah International Medical Research Center (KAIMRC)	Majed Alghoribi et al
USA/WA-UW77/2020	EPI_ISL_416433	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW78/2020	EPI_ISL_416434	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW79/2020	EPI_ISL_416435	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW80/2020	EPI_ISL_416436	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW81/2020	EPI_ISL_416437	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW82/2020	EPI_ISL_416438	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW83/2020	EPI_ISL_416439	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW84/2020	EPI_ISL_416440	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW85/2020	EPI_ISL_416441	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW86/2020	EPI_ISL_416442	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW87/2020	EPI_ISL_416443	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW88/2020	EPI_ISL_416444	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW89/2020	EPI_ISL_416445	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW91/2020	EPI_ISL_416447	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW92/2020	EPI_ISL_416448	3/11/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW93/2020	EPI_ISL_416449	3/11/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW94/2020	EPI_ISL_416450	3/11/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW95/2020	EPI_ISL_416451	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW96/2020	EPI_ISL_416452	3/10/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW36/2020	EPI_ISL_416453	3/7/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW37/2020	EPI_ISL_416454	3/6/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW38/2020	EPI_ISL_416455	3/7/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW39/2020	EPI_ISL_416456	3/6/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/CA-MG0987/2020	EPI_ISL_416457	3/18/20	Andersen Lab, The Scripps Research Institute	Andersen Lab, The Scripps Research Institute	Mark Zeller et al
Kuwait/KU12/2020	EPI_ISL_416458	3/2/20	Virology laboratory Ministry of Health Kuwait sequenced at Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
USA/WA-S5/2020	EPI_ISL_416460	2/29/20	Seattle Flu Study	Seattle Flu Study	Chu et al et al
USA/WA-S6/2020	EPI_ISL_416461	2/29/20	Seattle Flu Study	Seattle Flu Study	Chu et al et al
USA/WA-S7/2020	EPI_ISL_416462	2/24/20	Seattle Flu Study	Seattle Flu Study	Chu et al et al
USA/WA-S10/2020	EPI_ISL_416465	2/29/20	Seattle Flu Study	Seattle Flu Study	Chu et al et al
USA/WA-S11/2020	EPI_ISL_416466	3/3/20	Seattle Flu Study	Seattle Flu Study	Chu et al et al
Belgium/MTR-03021/2020	EPI_ISL_416467	3/2/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/GMH-03022/2020	EPI_ISL_416468	3/2/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/SN-03031/2020	EPI_ISL_416469	3/3/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/DB-03023/2020	EPI_ISL_416470	3/2/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/DBD-03024/2020	EPI_ISL_416471	3/2/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/UMF-03025/2020	EPI_ISL_416472	3/2/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/DBA-03032/2020	EPI_ISL_416475	3/3/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/MTR-03026/2020	EPI_ISL_416476	3/2/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Georgia/Tb-390/2020	EPI_ISL_416477	3/8/20	R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Marine Murtskhvaladze et al
